text,target,target_name,clean_text
"It is usually possible to reach people at IKI (Institute for Space
Research) in Moscow by writing to

	IKIMAIL@esoc1.bitnet

This is a machine at ESA in Darmstadt, Germany; IKI has a dedicated
phone line to this machine and someone there logs in regularly to
retrieve mail.

In addition, there are several user accounts belonging to Russian
scientific institutions on

	<user>@sovam.com

which is a commercial enterprise based in San Francisco that provides
email services to the former USSR.  For example, fian@sovam.com is the
""PHysics Institute of the Academy of Sciences"" (initials transliterated
from Russian, of course).  These connections cost the Russians real
dollars, even for *received* messages, so please don't send anything
voluminous or frivilous.

=====================================================================
Larry R. D'Addario
National Radio Astronomy Observatory",2,sci.space,it is usually possible to reach people at iki institute for space research in moscow by writing to this is a machine at esa in darmstadt germany iki has a dedicated phone line to this machine and someone there logs in regularly to retrieve mail in addition there are several user accounts belonging to russian scientific institutions on which is a commercial enterprise based in san francisco that provides email services to the former ussr for example is the physics institute of the academy of sciences initials transliterated from russian of course these connections cost the russians real dollars even for received messages so please don t send anything voluminous or frivilous larry r d addario national radio astronomy observatory
"

Probably, law enforcement people (Park Service Police and D.C. cops),
who will use aerial photographs and extrapolate based on the
density of the crowd in small regions.

These sort of techniques derive from Army Intelligence and CIA
methods of estimating troop strength, and tend to be
methodologically skewed to always come up with inflated numbers,
so as to justify bigger budgets.",3,talk.politics.misc,probably law enforcement people park service police and d c cops who will use aerial photographs and extrapolate based on the density of the crowd in small regions these sort of techniques derive from army intelligence and cia methods of estimating troop strength and tend to be methodologically skewed to always come up with inflated numbers so as to justify bigger budgets
"
: First off they could recognise Iraqu's responsibility in initiating the
: Iran/Iraq war. Providing technical assistance to Iran to get it's oil
: production back up to capacity would also be a smart move, at the moment 
: Iran is above it's OPEC ceiling. If they had extra capacity they would
: use it and bring down the oild price further which is in our interests.

I agree with most of what Phill says, except the point about it being in
our interests to bring down the oil price.  Consider that both the U.S.
and Great Britain have domestic sources to partly satisfy 
their energy needs.    Pricy OPEC oil impacts both Germany,
Japan and many other ""industrial rivals"" more than these two.  
In addition, the proceeds from the sale (especially by Saudi Arabia, Kuwait
U.A.E. etc) are disproportionately reinvested in the U.S. and G.B., 
propping up these economies and further providing an incentive 
to keep prices from falling too low.",3,talk.politics.misc,first off they could recognise iraqu s responsibility in initiating the iran iraq war providing technical assistance to iran to get it s oil production back up to capacity would also be a smart move at the moment iran is above it s opec ceiling if they had extra capacity they would use it and bring down the oild price further which is in our interests i agree with most of what phill says except the point about it being in our interests to bring down the oil price consider that both the u s and great britain have domestic sources to partly satisfy their energy needs pricy opec oil impacts both germany japan and many other industrial rivals more than these two in addition the proceeds from the sale especially by saudi arabia kuwait u a e etc are disproportionately reinvested in the u s and g b propping up these economies and further providing an incentive to keep prices from falling too low
"Does anybody know what Delaunay Triangulation is?
Is there any reference to it? 
Is it useful for creating 3-D objects? If yes, what's the advantage?

Thanks in advance.",0,comp.graphics,does anybody know what delaunay triangulation is is there any reference to it is it useful for creating d objects if yes what s the advantage thanks in advance
"
Well, since the Oilers didn't win a heck of a lot of games, I'm not sure
they deserve and MVP (""can't win without him"").  However, I'd suggest Kelly
Buchberger instead of Dave Manson, who has had a brutal year, his pick for
the All-Star game notwithstanding.

As for biggest surprise, I'd say that Buchberger had higher expectations
this year due to his ""breakthrough"" year (for him) last year, so he didn't
really raise his game.  My suggestion would be Shjon Podein, one of the
callups from Cape Breton during the year.  He was quite far down on the
depth chart in the Oilers stable of prospects, but made a big impact on
the team.  He has 12 goals in his 33 games and is only -1.  Those are decent
numbers for a third-line player who was seemingly doomed to minor-league
oblivion.  The Oilers coaching staff likens his style to John Tonelli.
I think he'll be on the full-time roster next year.

As for biggest disappointment, you could name any of the players the Oilers
dumped for lousy production this year (Nicholls, Gilchrist, Tikkanen) or
even Shayne Corson, but Mellanby isn't far off.

-- 
Andrew Scott                    | andrew@idacom.hp.com
HP IDACOM Telecom Division      | (403) 462-0666 ext. 253",1,rec.sport.hockey,well since the oilers didn t win a heck of a lot of games i m not sure they deserve and mvp can t win without him however i d suggest kelly buchberger instead of dave manson who has had a brutal year his pick for the all star game notwithstanding as for biggest surprise i d say that buchberger had higher expectations this year due to his breakthrough year for him last year so he didn t really raise his game my suggestion would be shjon podein one of the callups from cape breton during the year he was quite far down on the depth chart in the oilers stable of prospects but made a big impact on the team he has goals in his games and is only those are decent numbers for a third line player who was seemingly doomed to minor league oblivion the oilers coaching staff likens his style to john tonelli i think he ll be on the full time roster next year as for biggest disappointment you could name any of the players the oilers dumped for lousy production this year nicholls gilchrist tikkanen or even shayne corson but mellanby isn t far off andrew scott hp idacom telecom division ext
"



First I've heard of it. Offhand:

Griffin is no longer an ""office"" head, so that's bad.

On the other hand:

Regress seemed to think: we can't fund anything by Griffin, because
that would mean (and we have the lies by the old hardliners about the
$ 400 billion mars mission to prove it) that we would be buying into a
mission to Mars that would cost 400 billion. Therefore there will be
no Artemis or 20 million dollar lunar orbiter et cetera...

They were killing Griffin's main program simply because some sycophants
somewhere had Congress beleivin that to do so would simply be to buy into
the same old stuff. Sorta like not giving aid to Yeltsin because he's
a communist hardliner.

At least now the sort of reforms Griffin was trying to bring forward
won't be trapped in their own little easily contained and defunded
ghetto. That Griffin is staying in some capacity is very very very
good. And if he brings something up, noone can say ""why don't you go
back to the OSE where you belong"" (and where he couldn't even get money
for design studies).",2,sci.space,first i ve heard of it offhand griffin is no longer an office head so that s bad on the other hand regress seemed to think we can t fund anything by griffin because that would mean and we have the lies by the old hardliners about the billion mars mission to prove it that we would be buying into a mission to mars that would cost billion therefore there will be no artemis or million dollar lunar orbiter et cetera they were killing griffin s main program simply because some sycophants somewhere had congress beleivin that to do so would simply be to buy into the same old stuff sorta like not giving aid to yeltsin because he s a communist hardliner at least now the sort of reforms griffin was trying to bring forward won t be trapped in their own little easily contained and defunded ghetto that griffin is staying in some capacity is very very very good and if he brings something up noone can say why don t you go back to the ose where you belong and where he couldn t even get money for design studies
"I am trying to configure Zsoft's PC Paintbrush IV+ for use with my
Logitech Scanman 32 (hand scanner), but I can't get Paintbrush to
acknowledge the scanner. Is there anybody out there using Paintbrush
with a scanner, if so, can you help me out?
                                Thanks Luis Nobrega
                                                                                      ",0,comp.graphics,i am trying to configure zsoft s pc paintbrush iv for use with my logitech scanman hand scanner but i can t get paintbrush to acknowledge the scanner is there anybody out there using paintbrush with a scanner if so can you help me out thanks luis nobrega
"Archie told me the following sites holding documentation about DXF:

Host nic.funet.fi   (128.214.6.100)
Last updated 15:11  7 Apr 1993

    Location: /pub/csc/graphics/format
      FILE      rwxrwxr--     95442  Dec  4  1991   dxf.doc

Host rainbow.cse.nau.edu   (134.114.64.24)
Last updated 17:09  1 Jun 1992

    Location: /graphics/formats
      FILE      rw-r--r--     95442  Mar 23 23:31   dxf.doc

Host ftp.waseda.ac.jp   (133.9.1.32)
Last updated 00:47  5 Apr 1993

    Location: /pub/data/graphic
      FILE      rw-r--r--     39753  Nov 18  1991   dxf.doc.Z
",0,comp.graphics,archie told me the following sites holding documentation about dxf host nic funet fi last updated apr location pub csc graphics format file rwxrwxr dec dxf doc host rainbow cse nau edu last updated jun location graphics formats file rw r r mar dxf doc host ftp waseda ac jp last updated apr location pub data graphic file rw r r nov dxf doc z
"Government-Mandated Energy Conservation is Unnecessary and Wastful, Study Finds

  Washington, DC -- The energy tax and subsidized energy-efficiency
  measures supported by President Clinton and Energy Secretary Hazel
  O'Leary are based on faulty assumptions, a new study from the Cato
  Institute points out.

    According to Jerry Taylor, Cato's director of natural resource studies,
  we are not running out of sources of energy. The world now has almost 10
  times the proven oil reserves it had in 1950 and twice the reserves of
  1970. Proven reserves of coal and natural gas have increased just as
  dramatically.

    When standards of living, population densities, and industrial
  structures are controlled for, the United States is no less energy
  efficient than Japan and more energy efficient than many of the Group
  of Seven nations.

    Energy independence provides little protection against domestic oil
  price shocks because the energy economy is global. Moreover, since the
  cost of oil represents only about 2 percent of gross national product,
  even large increases in the price of oil would have little impact on the
  overall U.S. economy.

    Market economies are, on average, 2.75 times more energy efficient per
  $1,000 of GNP than are centrally planned economies.

    Utilities' subsidized energy-efficiency measurs, known as demand-side
  management programs, encourage free riders, overuse of competing resource
  inputs, an competitive inequities. Furthermore, DSM programs do not
  reduce demand.

    Taylor concludes that government-mandated energy conservation imposes
  unnecessary costs on consumers and wastes, not conserves, energy; that
  subsidizing energy-conservation technologies will stymie, not advance,
  gains in energy conservation; and that central control over the lifeblood
  of modern society--energy--would transfer tremendous power to the state
  at the expense of the individual.

    ""Energy Conservation and Efficiency: The Case Against Coercion"" is no.
  189 in the Policy Analysis series published by the Cato Institute, an
  independent public policy research organization in Washington, DC.



Available from:
  Cato Institute
  224 Second Street SE
  Washington, DC  20003



---------------------------------------------------------------------------




                        The Cato Institute

    Founded in 1977, the Cato Institute is a public policy research
  foundation dedicated to broadening the parameters of policy debate
  to allow consideration of more options that are consistent with the
  traditional American principles of limited government, individual
  liberty, and peace.  To that end, the Institute strives to achieve
  greater involvement of the intelligent, concerned lay public in 
  questions of policy and the proper role of government.
    The Institute is named for Cato's Letters, libertarian pamphlets
  that were widely read in the American Colonies in the early 18th
  century and played a major role in laying the philosophical foundation
  of the American Revolution.
    Despite the achievement of the nation's Founders, today virtually
  no aspect of life is free from government encroachment.  A pervasive
  intolerance for individual rights is shown by government's arbitrary
  intrusions into private economic transactions and its disregard for
  civil liberties.
    To counter that trend the Cato Institute undertakes an extensive
  publications program that addresses the complete spectrum of policy
  issues.  Books, monographs, and shorter studies are commissioned
  to examine the federal budget, Social Security, regulation, military
  spending, international trade, and myriad other issues.  Major policy
  conferences are held throughout the year, from which papers are
  published thrice yearly in the Cato Journal.
    In order to maintain its independence, the Cato Institute accepts
  no government funding.  Contributions are received from foundations,
  corporations, and individuals, and other revenue is generated from
  the sale of publications.  The Institute is a nonprofit, tax-exempt,
  educational foundation under Section 501(c)3 of the Internal Revenue
  Code.",3,talk.politics.misc,government mandated energy conservation is unnecessary and wastful study finds washington dc the energy tax and subsidized energy efficiency measures supported by president clinton and energy secretary hazel o leary are based on faulty assumptions a new study from the cato institute points out according to jerry taylor cato s director of natural resource studies we are not running out of sources of energy the world now has almost times the proven oil reserves it had in and twice the reserves of proven reserves of coal and natural gas have increased just as dramatically when standards of living population densities and industrial structures are controlled for the united states is no less energy efficient than japan and more energy efficient than many of the group of seven nations energy independence provides little protection against domestic oil price shocks because the energy economy is global moreover since the cost of oil represents only about percent of gross national product even large increases in the price of oil would have little impact on the overall u s economy market economies are on average times more energy efficient per of gnp than are centrally planned economies utilities subsidized energy efficiency measurs known as demand side management programs encourage free riders overuse of competing resource inputs an competitive inequities furthermore dsm programs do not reduce demand taylor concludes that government mandated energy conservation imposes unnecessary costs on consumers and wastes not conserves energy that subsidizing energy conservation technologies will stymie not advance gains in energy conservation and that central control over the lifeblood of modern society energy would transfer tremendous power to the state at the expense of the individual energy conservation and efficiency the case against coercion is no in the policy analysis series published by the cato institute an independent public policy research organization in washington dc available from cato institute second street se washington dc the cato institute founded in the cato institute is a public policy research foundation dedicated to broadening the parameters of policy debate to allow consideration of more options that are consistent with the traditional american principles of limited government individual liberty and peace to that end the institute strives to achieve greater involvement of the intelligent concerned lay public in questions of policy and the proper role of government the institute is named for cato s letters libertarian pamphlets that were widely read in the american colonies in the early th century and played a major role in laying the philosophical foundation of the american revolution despite the achievement of the nation s founders today virtually no aspect of life is free from government encroachment a pervasive intolerance for individual rights is shown by government s arbitrary intrusions into private economic transactions and its disregard for civil liberties to counter that trend the cato institute undertakes an extensive publications program that addresses the complete spectrum of policy issues books monographs and shorter studies are commissioned to examine the federal budget social security regulation military spending international trade and myriad other issues major policy conferences are held throughout the year from which papers are published thrice yearly in the cato journal in order to maintain its independence the cato institute accepts no government funding contributions are received from foundations corporations and individuals and other revenue is generated from the sale of publications the institute is a nonprofit tax exempt educational foundation under section c of the internal revenue code
"
day.

Personality means something to me.  That is exactly why I like Clement
(and Emrick).  On the other hand, JD is a pompous, bull-headed, arrogant
know-it-all.  He's a real turn-off (which is exactly what I do when he's
on).  One complaint I do have about Clement is that he sometimes talks
too much.  If I wanted that I'd listen to Tim McGarver doing a baseball
game.",1,rec.sport.hockey,day personality means something to me that is exactly why i like clement and emrick on the other hand jd is a pompous bull headed arrogant know it all he s a real turn off which is exactly what i do when he s on one complaint i do have about clement is that he sometimes talks too much if i wanted that i d listen to tim mcgarver doing a baseball game
"A shareware graphics program called Pman has a filter that makes a picture
look like a hand drawing.  This picture could probably be converted into
vector format much easier because it is all lines. (With Corel Trace, etc..)
",0,comp.graphics,a shareware graphics program called pman has a filter that makes a picture look like a hand drawing this picture could probably be converted into vector format much easier because it is all lines with corel trace etc
"Ok guys, I need a list of the teams who have been hot or cold during the
last 25 games.  Doesn't need to be accurate, a rough guess will do.  I'm
about to enter a playoff pool and I want to know who is hot going into
the playoffs.  Don't need to mention Pittsburgh.  They can't get any hotter
than they are now.


P.S. I need this by Sunday",1,rec.sport.hockey,ok guys i need a list of the teams who have been hot or cold during the last games doesn t need to be accurate a rough guess will do i m about to enter a playoff pool and i want to know who is hot going into the playoffs don t need to mention pittsburgh they can t get any hotter than they are now p s i need this by sunday
"Hi Steve,

As the author of Multiverse, I feel I had better respond to your
mailnote questioning whether anyone had managed to compile this
software - the quick answer is yes! The long answer is yes - but a
few have had a few problems with their platforms - not all unix's are
the same, you know! As far as ""many bugs"" go, it would probably be more
useful to everyone (including you) if you were a bit more explicit! :-)

Platforms it has succesfully compiled and run on are: RS6000, Dec Ultrix
Sun Solaris so it is possible.

The main problem is that I don't have access to other platforms than the
RS6000, so if there are portability problems then the only way I hear
about them is by people letting me know and giving me a clue as to
how to fix it.

As far as the software not doing anything, do you really think I would
bother releasing it, if that was the case? Perhaps you didn't read the
few docs that ARE supplied. The dogfight world is made up of clients
only, so if you're in there on your own, then you're not going to see
anything! The dactyl world has quite a lot of scenary - so if you don't
see anything there, then this is definitely a problem!

One final word - if you're not interested, don't bother with it.
If you are interested, then please remember that I'm not asking for
any money! So why not try a little patience and constructive criticism,
maybe that will get results??",0,comp.graphics,hi steve as the author of multiverse i feel i had better respond to your mailnote questioning whether anyone had managed to compile this software the quick answer is yes the long answer is yes but a few have had a few problems with their platforms not all unix s are the same you know as far as many bugs go it would probably be more useful to everyone including you if you were a bit more explicit platforms it has succesfully compiled and run on are rs dec ultrix sun solaris so it is possible the main problem is that i don t have access to other platforms than the rs so if there are portability problems then the only way i hear about them is by people letting me know and giving me a clue as to how to fix it as far as the software not doing anything do you really think i would bother releasing it if that was the case perhaps you didn t read the few docs that are supplied the dogfight world is made up of clients only so if you re in there on your own then you re not going to see anything the dactyl world has quite a lot of scenary so if you don t see anything there then this is definitely a problem one final word if you re not interested don t bother with it if you are interested then please remember that i m not asking for any money so why not try a little patience and constructive criticism maybe that will get results
"
According to this morning's Post-Gazette:

The Pens will be carried by KDKA-Radio(1020 am), unless the Pirates
are playing.  When the Pirates play, the games will be carried by 
WDVE(102.5 fm).  WDVE will carry 12 games, starting with tonight's
game.

In fact, after this season, KDKA will no longer be the flagship
station for the Pens.  The Penguins and KBL have struck a new 
deal regarding the TV and radio rights to the games.  It seems
more than likely that WDVE will be the flagship radio station next 
season.  KBL will carry 62 games on tv,  with 17 of the games to be 
simulcast on KDKA-TV.  The remaining 22 games, as well as some of the 
early round playoff games, will be available by ""subscription tv"" only.
To receive the games, you'll have to pay a one time hook up fee, and
then a monthly fee of $11-12 dollars.

Also, under the new deal, there will no longer be radio/tv 
simulcasts.  There will be a TV broadcast team, and a radio
broadcast team.  

No word on who the announcers will be.  Mike Lange and Paul Steigerwald
are both under contract with KDKA, but their contracts expire at the
end of this season.  KBL President Bill Craig said he'd like to hire
Lange and Steigerwald.",1,rec.sport.hockey,according to this morning s post gazette the pens will be carried by kdka radio am unless the pirates are playing when the pirates play the games will be carried by wdve fm wdve will carry games starting with tonight s game in fact after this season kdka will no longer be the flagship station for the pens the penguins and kbl have struck a new deal regarding the tv and radio rights to the games it seems more than likely that wdve will be the flagship radio station next season kbl will carry games on tv with of the games to be simulcast on kdka tv the remaining games as well as some of the early round playoff games will be available by subscription tv only to receive the games you ll have to pay a one time hook up fee and then a monthly fee of dollars also under the new deal there will no longer be radio tv simulcasts there will be a tv broadcast team and a radio broadcast team no word on who the announcers will be mike lange and paul steigerwald are both under contract with kdka but their contracts expire at the end of this season kbl president bill craig said he d like to hire lange and steigerwald
"

Hi, I've come across a fast triangle fill-draw routine for mode 13h.  By
calling this routine enough times, you have a fast polygon drawing routine.

I think I ftp'ed from wuarchive.wustl.edu:/pub/MSDOS_UPLOADS/programming.
I have a copy of it so I reupload it there.  The triangle.txt file has this
to say :

",0,comp.graphics,hi i ve come across a fast triangle fill draw routine for mode h by calling this routine enough times you have a fast polygon drawing routine i think i ftp ed from wuarchive wustl edu pub msdos uploads programming i have a copy of it so i reupload it there the triangle txt file has this to say
"Recently I saw the latest Computer Shopper and in it there was an article
on nice shareware graphics programs. They looked pretty good and of the 6
listed in the article, one I had (Graphics Workshop), one I found via
archie (Draft Choice - old version though) and the rest I couldn't find.
So if there is anyone that knows where I can get the following programs
via anonymous ftp, please let me know.

Adkins Graphics :AG1.ZIP, AG2.ZIP
Draft Choice (latest VGA version) : DRAFTC.ZIP
Envision Publisher: ENVIS1.ZIP, ENVIS2.ZIP
Neopaint: NEOPNT.ZIP

Thanx in advance.
D.PETRO ",0,comp.graphics,recently i saw the latest computer shopper and in it there was an article on nice shareware graphics programs they looked pretty good and of the listed in the article one i had graphics workshop one i found via archie draft choice old version though and the rest i couldn t find so if there is anyone that knows where i can get the following programs via anonymous ftp please let me know adkins graphics ag zip ag zip draft choice latest vga version draftc zip envision publisher envis zip envis zip neopaint neopnt zip thanx in advance d petro
"

I too would like a 3D graphics library!  How much do C libraries cost
anyway?  Can you get the tools used by, say, RenderMan, and can you get
them at a reasonable cost?

Sorry that I don't have any answers, just questions...",0,comp.graphics,i too would like a d graphics library how much do c libraries cost anyway can you get the tools used by say renderman and can you get them at a reasonable cost sorry that i don t have any answers just questions
"NY Rangers                       3 1 0--4
Washington                       0 0 0--0
First period
     1, NY Rangers, Graves 33 (Turcotte, Lowe) 9:13.
     2, NY Rangers, Gartner 44 (Messier) 11:21.
     3, NY Rangers, Olczyk 21 (Messier, Amonte) 14:57.
Second period
     4, NY Rangers, Beukeboom 2 (unassisted) 3:30.
Third period
     No scoring.

NY Rangers: 4    Power play: 4-0
Scorer            G    A   Pts
---------------  ---  ---  ---
Amonte             0    1    1
Beukeboom          1    0    1
Gartner            1    0    1
Graves             1    0    1
Lowe               0    1    1
Messier            0    2    2
Olczyk             1    0    1
Turcotte           0    1    1

Washington: 0    Power play: 3-0
No scoring

-----------------------------------------
Boston                           0 2 1--3
Buffalo                          0 0 0--0
First period
     No scoring.
Second period
     1, Boston, Leach 24 (Wesley, Oates) pp, 1:03.
     2, Boston, Oates 44 (Douris, Poulin) 9:00.
Third period
     3, Boston, Douris 4 (Bourque) sh, 0:55.

Boston: 3    Power play: 5-1   Special goals:  pp: 1  sh: 1  Total: 2
Scorer            G    A   Pts
---------------  ---  ---  ---
Bourque            0    1    1
Douris             1    1    2
Leach              1    0    1
Oates              1    1    2
Poulin             0    1    1
Wesley             0    1    1

Buffalo: 0    Power play: 6-0
No scoring

-----------------------------------------
Pittsburgh                       1 3 1--5
New Jersey                       0 1 1--2
First period
     1, Pittsburgh, Francis 23 (Lemieux, Tocchet) pp, 13:25.
Second period
     2, Pittsburgh, Murphy 21 (Francis, Mullen) sh, 0:38.
     3, Pittsburgh, Francis 24 (Tocchet, Lemieux) pp, 7:14.
     4, Pittsburgh, Jagr 33 (Tocchet, Francis) pp, 15:22.
     5, New Jersey, Zelepukin 17 (Driver, Lemieux) pp, 19:07.
Third period
     6, New Jersey, MacLean 23 (Nicholls, Stevens) 6:45.
     7, Pittsburgh, Lemieux 62 (Jagr) en, 19:51.

Pittsburgh: 5    Power play: 9-3   Special goals:  pp: 3  sh: 1  en: 1  Total: 5
Scorer            G    A   Pts
---------------  ---  ---  ---
Francis            2    2    4
Jagr               1    1    2
Lemieux            1    2    3
Mullen             0    1    1
Murphy             1    0    1
Tocchet            0    3    3

New Jersey: 2    Power play: 9-1
Scorer            G    A   Pts
---------------  ---  ---  ---
Driver             0    1    1
Lemieux            0    1    1
MacLean            1    0    1
Nicholls           0    1    1
Stevens            0    1    1
Zelepukin          1    0    1

-----------------------------------------
Toronto                          0 0 0--0
Philadelphia                     2 1 1--4
First period
     1, Philadelphia, Dineen 31 (Beranek, Hawgood) 8:10.
     2, Philadelphia, McGill 3 (Lindros, Recchi) 19:55.
Second period
     3, Philadelphia, Lindros 38 (Recchi, Galley) 7:55.
Third period
     4, Philadelphia, Dineen 32 (Hawgood, Galley) pp, 18:39.

Philadelphia: 4    Power play: 4-1
Scorer            G    A   Pts
---------------  ---  ---  ---
Beranek            0    1    1
Dineen             2    0    2
Galley             0    2    2
Hawgood            0    2    2
Lindros            1    1    2
McGill             1    0    1
Recchi             0    2    2

Toronto: 0    Power play: 6-0
No scoring

-----------------------------------------
Vancouver                        0 2 1--3
Ottawa                           0 0 0--0
First period
     No scoring.
Second period
     1, Vancouver, Plavsic 6 (Craven) 13:05.
     2, Vancouver, Momesso 17 (Nedved, Plavsic) pp, 15:52.
Third period
     3, Vancouver, Bure 57 (unassisted) 13:27.

Vancouver: 3    Power play: 4-1
Scorer            G    A   Pts
---------------  ---  ---  ---
Bure               1    0    1
Craven             0    1    1
Momesso            1    0    1
Nedved             0    1    1
Plavsic            1    1    2

Ottawa: 0    Power play: 5-0
No scoring

-----------------------------------------
St. Louis                        2 0 2--4
Chicago                          4 0 1--5
First period
     1, Chicago, Sutter 18 (Murphy, Chelios) pp, 1:08.
     2, St. Louis, Janney 20 (Shanahan, J.Brown) pp, 6:49.
     3, Chicago, Roenick 44 (Chelios, Smith) pp, 8:20.
     4, Chicago, Roenick 45 (Sutter, Chelios) pp, 13:14.
     5, Chicago, Graham 19 (Gilbert, Ruuttu) 13:42.
     6, St. Louis, Janney 21 (Shanahan, Crossman) 19:38.
Second period
     No scoring.
Third period
     7, Chicago, Murphy 5 (Chelios, Belfour) 0:20.
     8, St. Louis, Miller 21 (Hull, Janney) pp, 7:04.
     9, St. Louis, Janney 22 (Miller, Shanahan) 19:32.

Chicago: 5    Power play: 8-3
Scorer            G    A   Pts
---------------  ---  ---  ---
Belfour            0    1    1
Chelios            0    4    4
Gilbert            0    1    1
Graham             1    0    1
Murphy             1    1    2
Roenick            2    0    2
Ruuttu             0    1    1
Smith              0    1    1
Sutter             1    1    2

St. Louis: 4    Power play: 4-2
Scorer            G    A   Pts
---------------  ---  ---  ---
Brown J            0    1    1
Crossman           0    1    1
Hull               0    1    1
Janney             3    1    4
Miller             1    1    2
Shanahan           0    3    3

-----------------------------------------
Calgary                          1 2 1--4
San Jose                         1 0 2--3
First period
     1, Calgary, Otto 19 (Yawney, Ashton) pp, 5:29.
     2, San Jose, Odgers 10 (Pederson, Wilkinson) 18:33.
Second period
     3, Calgary, Nieuwendyk 34 (Johansson, Reese) 2:03.
     4, Calgary, Reichel 35 (Skrudland, Berube) 12:22.
Third period
     5, Calgary, Ashton 7 (Otto, Fleury) 1:30.
     6, San Jose, Pederson 9 (Odgers, Evason) 2:24.
     7, San Jose, Odgers 11 (Gaudreau, Evason) pp, 19:30.

Calgary: 4    Power play: 5-1
Scorer            G    A   Pts
---------------  ---  ---  ---
Ashton             1    1    2
Berube             0    1    1
Fleury             0    1    1
Johansson          0    1    1
Nieuwendyk         1    0    1
Otto               1    1    2
Reese              0    1    1
Reichel            1    0    1
Skrudland          0    1    1
Yawney             0    1    1

San Jose: 3    Power play: 5-1
Scorer            G    A   Pts
---------------  ---  ---  ---
Evason             0    2    2
Gaudreau           0    1    1
Odgers             2    1    3
Pederson           1    1    2
Wilkinson          0    1    1
",1,rec.sport.hockey,ny rangers washington first period ny rangers graves turcotte lowe ny rangers gartner messier ny rangers olczyk messier amonte second period ny rangers beukeboom unassisted third period no scoring ny rangers power play scorer g a pts amonte beukeboom gartner graves lowe messier olczyk turcotte washington power play no scoring boston buffalo first period no scoring second period boston leach wesley oates pp boston oates douris poulin third period boston douris bourque sh boston power play special goals pp sh total scorer g a pts bourque douris leach oates poulin wesley buffalo power play no scoring pittsburgh new jersey first period pittsburgh francis lemieux tocchet pp second period pittsburgh murphy francis mullen sh pittsburgh francis tocchet lemieux pp pittsburgh jagr tocchet francis pp new jersey zelepukin driver lemieux pp third period new jersey maclean nicholls stevens pittsburgh lemieux jagr en pittsburgh power play special goals pp sh en total scorer g a pts francis jagr lemieux mullen murphy tocchet new jersey power play scorer g a pts driver lemieux maclean nicholls stevens zelepukin toronto philadelphia first period philadelphia dineen beranek hawgood philadelphia mcgill lindros recchi second period philadelphia lindros recchi galley third period philadelphia dineen hawgood galley pp philadelphia power play scorer g a pts beranek dineen galley hawgood lindros mcgill recchi toronto power play no scoring vancouver ottawa first period no scoring second period vancouver plavsic craven vancouver momesso nedved plavsic pp third period vancouver bure unassisted vancouver power play scorer g a pts bure craven momesso nedved plavsic ottawa power play no scoring st louis chicago first period chicago sutter murphy chelios pp st louis janney shanahan j brown pp chicago roenick chelios smith pp chicago roenick sutter chelios pp chicago graham gilbert ruuttu st louis janney shanahan crossman second period no scoring third period chicago murphy chelios belfour st louis miller hull janney pp st louis janney miller shanahan chicago power play scorer g a pts belfour chelios gilbert graham murphy roenick ruuttu smith sutter st louis power play scorer g a pts brown j crossman hull janney miller shanahan calgary san jose first period calgary otto yawney ashton pp san jose odgers pederson wilkinson second period calgary nieuwendyk johansson reese calgary reichel skrudland berube third period calgary ashton otto fleury san jose pederson odgers evason san jose odgers gaudreau evason pp calgary power play scorer g a pts ashton berube fleury johansson nieuwendyk otto reese reichel skrudland yawney san jose power play scorer g a pts evason gaudreau odgers pederson wilkinson
"
actually,  teh D means the registered driver has diplomatic immunity.
That means they can do as they damn well please on the roads, and you
have only God as your protection.   

The state Department Issues Saa-XXX  plates for personnel  who work
at the embassies but haven't been granted  immunity.  Most embassies
have restricted parking for embassy personell  street side.  

The S plates allow them to use  those parking areas as well as the
restricted lots at National and State dept,  without a lot of crap.",3,talk.politics.misc,actually teh d means the registered driver has diplomatic immunity that means they can do as they damn well please on the roads and you have only god as your protection the state department issues saa xxx plates for personnel who work at the embassies but haven t been granted immunity most embassies have restricted parking for embassy personell street side the s plates allow them to use those parking areas as well as the restricted lots at national and state dept without a lot of crap
